Street Name,Project,Developers,City,Province,Country,Postal Code,Completion,Building Type,Num Floors,Status,Brochure URL,Photos,Price,Bed,Area,Unit Url,Description,Status,Parking Included,Parking Price,Locker Included,Locker Price,Building Type,Deposit Structure
2400 Eglinton Avenue West,2400 Eglinton Avenue West Condos,SmartCentres,Silverthorn,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://www.talkcondo.com/wp-content/themes/talkcondo/assets/images/gallery-placeholder-square.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/2400-eglinton-avenue-west-condos/,"2400 Eglinton Avenue West Condos is a new condominium development by SmartCentres currently in pre-construction located at 2400 Eglinton Avenue West, Toronto in the Silverthorn neighbourhood with a 70/100 walk score and a 66/100 transit score. The project is 35 storeys tall and has a total of 397 suites. 2400 Eglinton Avenue West Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
16 Denarda Street,16 Denarda Street Condos,KingSett Capital,Mt Dennis,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://www.talkcondo.com/wp-content/themes/talkcondo/assets/images/gallery-placeholder-square.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/16-denarda-street-condos/,"16 Denarda Street Condos is a new condominium development by KingSett Capital currently in pre-construction located at 16 Denarda Street, Toronto in the Mt Dennis neighbourhood with a 85/100 walk score and a 71/100 transit score. 16 Denarda Street Condos is designed by Giannone Petricone Associates Inc.. The project is 43 storeys tall and has a total of 561 suites. 16 Denarda Street Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
720 Sheppard Avenue East,720 Sheppard Avenue East Condos,Sky Property Group,Bayview Village,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://www.talkcondo.com/wp-content/themes/talkcondo/assets/images/gallery-placeholder-square.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/720-sheppard-avenue-east-condos/,"720 Sheppard Avenue East Condos is a new condominium development by Sky Property Group currently in pre-construction located at 720 Sheppard Avenue East, Toronto in the Bayview Village neighbourhood with a 86/100 walk score and a 71/100 transit score. 720 Sheppard Avenue East Condos is designed by Kirkor Architects and Planners. The project is 29 storeys tall and has a total of 545 suites. 720 Sheppard Avenue East Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
60 Balliol Street,60 Balliol Street Condos,Osmington Gerofsky Development Corp,Davisville Village,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://www.talkcondo.com/wp-content/themes/talkcondo/assets/images/gallery-placeholder-square.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/60-balliol-street-condos/,"60 Balliol Street Condos is a new condominium development by Osmington Gerofsky Development Corp currently in pre-construction located at 60 Balliol Street, Toronto in the Davisville Village neighbourhood with a 98/100 walk score and a 80/100 transit score. 60 Balliol Street Condos is designed by Wallman Architects. The project is 39 storeys tall and has a total of 526 suites. 60 Balliol Street Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
1454 Bayview Avenue,Bayview Condos,Oikoi Living,Davisville Village,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://www.talkcondo.com/wp-content/themes/talkcondo/assets/images/gallery-placeholder-square.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/bayview-condos/,"Bayview Condos is a new condominium development by Oikoi Living currently in pre-construction located at 1454 Bayview Avenue, Toronto in the Davisville Village neighbourhood with a 97/100 walk score and a 64/100 transit score. The project is 3 storeys tall and has a total of 4 suites. Bayview Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
374 Dupont Street,374-388 Dupont Street Condos,Plaza Partners,Casa Loma,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2023/10/374-388-dupont-street-condos-rendering-01-260x260.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/374-388-dupont-street-condos/,"374-388 Dupont Street Condos is a new condominium development by Plaza Partners currently in pre-construction located at 374 Dupont Street, Toronto in the Casa Loma neighbourhood with a 97/100 walk score and a 91/100 transit score. 374-388 Dupont Street Condos is designed by BDP Quadrangle. The project is 12 storeys tall and has a total of 256 suites. 374-388 Dupont Street Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
699 Yonge Street,699 Yonge Street Condos,Concord Adex,Church & Wellesley,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2023/10/699-yonge-street-condos-rendering-01-260x260.jpg,,,710 sq.ft.,https://www.talkcondo.com/toronto/699-yonge-street-condos/,"699 Yonge Street Condos is a new condominium development by Concord Adex currently in pre-construction located at 699 Yonge Street, Toronto in the Church & Wellesley neighbourhood with a 100/100 walk score and a 91/100 transit score. 699 Yonge Street Condos is designed by DIALOG. The project is 64 storeys tall and has a total of 514 suites. 699 Yonge Street Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
145 Saint George Street,145 St George Street Condos,Tenblock Developments,The Annex,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2023/10/145-st-george-street-condos-rendering-01-260x260.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/145-st-george-street-condos/,"145 St George Street Condos is a new condominium development by Tenblock Developments currently in pre-construction located at 145 Saint George Street, Toronto in the The Annex neighbourhood with a 98/100 walk score and a 97/100 transit score. 145 St George Street Condos is designed by architectsAlliance. The project is 28 storeys tall and has a total of 256 suites. 145 St George Street Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
16 Kirtling Place,16 Kirtling Place Towns,Format Group,York Mills-Denlow,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2023/10/16-kirtling-place-towns-rendering-01-260x260.jpg,,,700 sq.ft.,https://www.talkcondo.com/toronto/16-kirtling-place-towns/,"16 Kirtling Place Towns is a new condominium development by Format Group currently in pre-construction located at 16 Kirtling Place, Toronto in the York Mills-Denlow neighbourhood with a 62/100 walk score and a 56/100 transit score. 16 Kirtling Place Towns is designed by Richard Wengle Architect Inc.. The project is 3 storeys tall and has a total of 7 suites. 16 Kirtling Place Towns is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Townhouse,
576 Sherbourne Street,576 Sherbourne Street Condos,Platinum Vista,Cabbagetown,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://www.talkcondo.com/wp-content/themes/talkcondo/assets/images/gallery-placeholder-square.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/576-sherbourne-street-condos/,"576 Sherbourne Street Condos is a new condominium development by Platinum Vista currently in pre-construction located at 576 Sherbourne Street, Toronto in the Cabbagetown neighbourhood with a 97/100 walk score and a 88/100 transit score. 576 Sherbourne Street Condos is designed by IBI Group. The project is 59 storeys tall and has a total of 670 suites. 576 Sherbourne Street Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo &Townhouse,
350 Bloor Street East,350 Bloor Street East Condos,Osmington Gerofsky Development Corp,Yorkville,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://www.talkcondo.com/wp-content/themes/talkcondo/assets/images/gallery-placeholder-square.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/350-bloor-street-east-condos/,"350 Bloor Street East Condos is a new condominium development by Osmington Gerofsky Development Corp currently in pre-construction located at 350 Bloor Street East, Toronto in the Yorkville neighbourhood with a 97/100 walk score and a 88/100 transit score. 350 Bloor Street East Condos is designed by Hariri Pontarini Architects. The project is 63 storeys tall and has a total of 675 suites. 350 Bloor Street East Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
444 Eglinton Avenue West,444 Eglinton Avenue West Condos,Arista Homes,Allenby,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2023/10/444-eglinton-avenue-west-condos-rendering-01-260x260.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/444-eglinton-avenue-west-condos/,"444 Eglinton Avenue West Condos is a new condominium development by Arista Homes currently in pre-construction located at 444 Eglinton Avenue West, Toronto in the Allenby neighbourhood with a 95/100 walk score and a 82/100 transit score. 444 Eglinton Avenue West Condos is designed by CORE Architects. The project is 19 storeys tall and has a total of 185 suites. 444 Eglinton Avenue West Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
361 Davenport Road,361 Davenport Road Condos,Bianca Pollak,The Annex,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2023/03/361-davenport-road-condos-rendering-01-260x260.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/361-davenport-road-condos/,"361 Davenport Road Condos is a new condominium development by Bianca Pollak currently in pre-construction located at 361 Davenport Road, Toronto in the The Annex neighbourhood with a 90/100 walk score and a 90/100 transit score. 361 Davenport Road Condos is designed by KFA Architects and Planners & ElasticoSPA. The project is 7 storeys tall and has a total of 16 suites. 361 Davenport Road Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
425 Bloor Street West,425 Bloor Street West Condos,Andrin Homes,University Of Toronto,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2023/10/425-bloor-street-west-condos-rendering-01-260x260.jpg,,,441 sq.ft.,https://www.talkcondo.com/toronto/425-bloor-street-west-condos/,"425 Bloor Street West Condos is a new condominium development by Andrin Homes & Lakeview Homes & Streetwise Capital Partners & The Brown Group of Companies currently in pre-construction located at 425 Bloor Street West, Toronto in the University Of Toronto neighbourhood with a 96/100 walk score and a 98/100 transit score. 425 Bloor Street West Condos is designed by IBI Group. The project is 30 storeys tall and has a total of 418 suites. 425 Bloor Street West Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
126 Union Street,126 Union Street Condos,Andrin Homes,Silverthorn,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://www.talkcondo.com/wp-content/themes/talkcondo/assets/images/gallery-placeholder-square.jpg,,,504 sq.ft.,https://www.talkcondo.com/toronto/126-union-street-condos/,"126 Union Street Condos is a new condominium development by  currently in pre-construction located at 126 Union Street, Toronto in the Silverthorn neighbourhood with a 72/100 walk score and a 74/100 transit score. 126 Union Street Condos is designed by TACT Architecture Inc.. The project is 34 storeys tall and has a total of 588 suites. 126 Union Street Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
214 Merton Street,214 Merton Street Condos,KingSett Capital,Davisville Village,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://www.talkcondo.com/wp-content/themes/talkcondo/assets/images/gallery-placeholder-square.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/214-merton-street-condos/,"214 Merton Street Condos is a new condominium development by KingSett Capital currently in pre-construction located at 214 Merton Street, Toronto in the Davisville Village neighbourhood with a 82/100 walk score and a 79/100 transit score. 214 Merton Street Condos is designed by BDP Quadrangle. The project is 35 storeys tall and has a total of 386 suites. 214 Merton Street Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
1087 Yonge Street,1087 Yonge Street Condos,Zinc Developments,Rosedale,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://www.talkcondo.com/wp-content/themes/talkcondo/assets/images/gallery-placeholder-square.jpg,,,973 sq.ft.,https://www.talkcondo.com/toronto/1087-yonge-street-condos/,"1087 Yonge Street Condos is a new condominium development by Zinc Developments currently in pre-construction located at 1087 Yonge Street, Toronto in the Rosedale neighbourhood with a 89/100 walk score and a 87/100 transit score. 1087 Yonge Street Condos is designed by architectsAlliance. The project is 15 storeys tall and has a total of 136 suites. 1087 Yonge Street Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
1799 Saint Clair Avenue West,1799 St Clair Avenue West Condos,Sequoia Grove Homes,The Junction,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://www.talkcondo.com/wp-content/themes/talkcondo/assets/images/gallery-placeholder-square.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/1799-st-clair-avenue-west-condos/,"1799 St Clair Avenue West Condos is a new condominium development by Sequoia Grove Homes currently in pre-construction located at  1799 Saint Clair Avenue West, Toronto in the The Junction neighbourhood with a 89/100 walk score and a 77/100 transit score. 1799 St Clair Avenue West Condos is designed by IBI Group. The project is 45 storeys tall and has a total of 1,151 suites. 1799 St Clair Avenue West Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
340 Saint Clements Avenue,St. Clements Towns,Balder Corporation,Lytton Park,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2020/07/st-clements-towns-rendering-01-260x260.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/st-clements-towns/,"St. Clements Towns is a new condominium development by Balder Corporation currently in pre-construction located at 340 Saint Clements Avenue, Toronto in the Lytton Park neighbourhood with a 64/100 walk score and a 79/100 transit score. St. Clements Towns is designed by Architecture Unfolded. The project is 3 storeys tall and has a total of 6 suites. St. Clements Towns is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Townhouse,
1910 Yonge Street,1910 Yonge Street Condos,Davpart Inc,Chaplin Estates,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://www.talkcondo.com/wp-content/themes/talkcondo/assets/images/gallery-placeholder-square.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/1910-yonge-street-condos/,"1910 Yonge Street Condos is a new condominium development by Davpart Inc. currently in pre-construction located at 1910 Yonge Street, Toronto in the Chaplin Estates neighbourhood with a 90/100 walk score and a 80/100 transit score. 1910 Yonge Street Condos is designed by Graziani + Corazza Architects Inc.. The project is 53 storeys tall and has a total of 939 suites. 1910 Yonge Street Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
